segment_id,s_node_id,e_node_id,period,actual_velocity,time,LOS,congestion_factor,risk_factor
2091,366426405,4924631882,period_23_30,5.278592375366569,0.024425271919174554,E,0.5517399267399268,5.0
2091,366426405,4924631882,period_0_00,7.142857142857143,0.018050347576633395,D,0.34798534798534797,5.0
2092,366426405,4924631894,period_23_30,5.278592375366569,0.019845533434329325,E,0.5517399267399268,5.0
2092,366426405,4924631894,period_0_00,8.955223880597016,0.011697807097654526,C,0.23122710622710618,5.0
2093,4924631894,366426405,period_23_30,8.955223880597016,0.011697807097654526,C,0.23122710622710618,5.0
2093,4924631894,366426405,period_0_00,7.142857142857143,0.014665907406014632,D,0.34798534798534797,5.0
2094,4924631894,366424295,period_23_30,5.278592375366569,0.015265794949484098,E,0.5517399267399268,5.0
2094,4924631894,366424295,period_0_00,7.142857142857143,0.011281467235395871,D,0.34798534798534797,5.0
2095,366424295,4924631894,period_23_30,8.955223880597016,0.008998313152041944,C,0.23122710622710618,5.0
2095,366424295,4924631894,period_0_00,7.142857142857143,0.011281467235395871,D,0.34798534798534797,5.0
2096,366424295,366457256,period_23_30,5.278592375366569,0.03663790787876183,E,0.5517399267399268,5.0
2096,366424295,366457256,period_0_00,7.142857142857143,0.027075521364950093,D,0.34798534798534797,5.0
2097,366457256,366424295,period_23_30,8.955223880597016,0.021595951564900667,C,0.23122710622710618,5.0
2097,366457256,366424295,period_0_00,7.142857142857143,0.027075521364950093,D,0.34798534798534797,5.0
2098,366457256,366371762,period_23_30,8.955223880597016,0.012597638412858722,C,0.23122710622710618,5.0
2098,366457256,366371762,period_0_00,8.955223880597016,0.012597638412858722,C,0.23122710622710618,5.0
2099,366371762,366457256,period_23_30,5.278592375366569,0.021372112929277737,E,0.5517399267399268,5.0
2099,366371762,366457256,period_0_00,7.142857142857143,0.015794054129554223,D,0.34798534798534797,5.0
2100,366371762,4924631875,period_23_30,7.142857142857143,0.021434787747252156,D,0.34798534798534797,5.0
2100,366371762,4924631875,period_0_00,5.278592375366569,0.029005010404019784,E,0.5517399267399268,5.0
2101,4924631875,366371762,period_23_30,8.955223880597016,0.017096794988879695,C,0.23122710622710618,5.0
2101,4924631875,366371762,period_0_00,7.142857142857143,0.021434787747252156,D,0.34798534798534797,5.0
2102,4924631875,366374703,period_23_30,7.142857142857143,0.022562934470791742,D,0.34798534798534797,5.0
2102,4924631875,366374703,period_0_00,5.278592375366569,0.030531589898968196,E,0.5517399267399268,5.0
2103,366374703,4924631875,period_23_30,8.955223880597016,0.017996626304083888,C,0.23122710622710618,5.0
2103,366374703,4924631875,period_0_00,7.142857142857143,0.022562934470791742,D,0.34798534798534797,5.0
2104,366374703,366428610,period_23_30,7.142857142857143,0.009025173788316698,D,0.34798534798534797,5.0
2104,366374703,366428610,period_0_00,7.142857142857143,0.009025173788316698,D,0.34798534798534797,5.0
2105,366428610,366374703,period_23_30,8.955223880597016,0.007198650521633555,C,0.23122710622710618,5.0
2105,366428610,366374703,period_0_00,7.142857142857143,0.009025173788316698,D,0.34798534798534797,5.0
2106,366428610,4537174049,period_23_30,5.278592375366569,0.024425271919174554,E,0.5517399267399268,5.0
2106,366428610,4537174049,period_0_00,7.142857142857143,0.018050347576633395,D,0.34798534798534797,5.0
2107,4537174049,366428610,period_23_30,7.142857142857143,0.018050347576633395,D,0.34798534798534797,5.0
2107,4537174049,366428610,period_0_00,5.278592375366569,0.024425271919174554,E,0.5517399267399268,5.0
2108,4537174049,366439980,period_23_30,11.612903225806452,0.01318409563819081,B,0.1259157509157509,5.0
2108,4537174049,366439980,period_0_00,8.955223880597016,0.017096794988879695,C,0.23122710622710618,5.0
2109,366439980,4537174049,period_23_30,5.278592375366569,0.029005010404019784,E,0.5517399267399268,5.0
